Cluster  	  Outcome.Grp  	  Outcome  	  Trt.Grp  	  Count  	  Exposure  
360.0-540.0  	  Bdy-sys_1  	  Adv-Ev_7  	2	67	135351.595240313
540.0-720.0  	  Bdy-sys_1  	  Adv-Ev_7  	1	70	118466.865650943
540.0-720.0  	  Bdy-sys_1  	  Adv-Ev_7  	2	69	121975.933551909
720.0-900.0  	  Bdy-sys_1  	  Adv-Ev_7  	1	54	107863.610494881
720.0-900.0  	  Bdy-sys_1  	  Adv-Ev_7  	2	70	109508.082674099
900.0-1080.0  	  Bdy-sys_1  	  Adv-Ev_7  	1	57	96355.1660666723
900.0-1080.0  	  Bdy-sys_1  	  Adv-Ev_7  	2	56	98201.0367291812
1080.0-1260.0  	  Bdy-sys_1  	  Adv-Ev_7  	1	40	89144.2439633374
1080.0-1260.0  	  Bdy-sys_1  	  Adv-Ev_7  	2	46	89131.9707110621
1260.0-1440.0  	  Bdy-sys_1  	  Adv-Ev_7  	1	48	80635.484300208
1260.0-1440.0  	  Bdy-sys_1  	  Adv-Ev_7  	2	44	80849.3922177527
1440.0-1620.0  	  Bdy-sys_1  	  Adv-Ev_7  	1	26	73313.8399992289
1440.0-1620.0  	  Bdy-sys_1  	  Adv-Ev_7  	2	44	71536.2602044237
1620.0-1800.0  	  Bdy-sys_1  	  Adv-Ev_7  	1	30	68908.8650878533
1620.0-1800.0  	  Bdy-sys_1  	  Adv-Ev_7  	2	39	64652.2177284812
0.0-180.0  	  Bdy-sys_1  	  Adv-Ev_8  	1	110	157215.620852845
0.0-180.0  	  Bdy-sys_1  	  Adv-Ev_8  	2	100	164543.992256718
180.0-360.0  	  Bdy-sys_1  	  Adv-Ev_8  	1	46	143170.69706426
180.0-360.0  	  Bdy-sys_1  	  Adv-Ev_8  	2	78	148834.625828558
360.0-540.0  	  Bdy-sys_1  	  Adv-Ev_8  	1	74	131854.692678471
360.0-540.0  	  Bdy-sys_1  	  Adv-Ev_8  	2	81	134155.946348597
540.0-720.0  	  Bdy-sys_1  	  Adv-Ev_8  	1	55	119997.037050185
540.0-720.0  	  Bdy-sys_1  	  Adv-Ev_8  	2	70	119955.0842279
720.0-900.0  	  Bdy-sys_1  	  Adv-Ev_8  	1	72	108871.329839142
720.0-900.0  	  Bdy-sys_1  	  Adv-Ev_8  	2	71	107771.594422769
900.0-1080.0  	  Bdy-sys_1  	  Adv-Ev_8  	1	60	95805.5085603516
900.0-1080.0  	  Bdy-sys_1  	  Adv-Ev_8  	2	51	95922.310424635
1080.0-1260.0  	  Bdy-sys_1  	  Adv-Ev_8  	1	52	86596.8784454937
1080.0-1260.0  	  Bdy-sys_1  	  Adv-Ev_8  	2	44	88026.6631880935
1260.0-1440.0  	  Bdy-sys_1  	  Adv-Ev_8  	1	53	77070.7923120081
1260.0-1440.0  	  Bdy-sys_1  	  Adv-Ev_8  	2	48	79163.7437338752
1440.0-1620.0  	  Bdy-sys_1  	  Adv-Ev_8  	1	36	69229.4284398852
1440.0-1620.0  	  Bdy-sys_1  	  Adv-Ev_8  	2	39	70900.7069438543
1620.0-1800.0  	  Bdy-sys_1  	  Adv-Ev_8  	1	25	63252.1185042973
1620.0-1800.0  	  Bdy-sys_1  	  Adv-Ev_8  	2	49	63673.2221341366
0.0-180.0  	  Bdy-sys_1  	  Adv-Ev_9  	1	69	160986.875342481
0.0-180.0  	  Bdy-sys_1  	  Adv-Ev_9  	2	85	165451.458556536
180.0-360.0  	  Bdy-sys_1  	  Adv-Ev_9  	1	69	148849.806710132
180.0-360.0  	  Bdy-sys_1  	  Adv-Ev_9  	2	83	150593.477321146
360.0-540.0  	  Bdy-sys_1  	  Adv-Ev_9  	1	73	134886.21977387
360.0-540.0  	  Bdy-sys_1  	  Adv-Ev_9  	2	82	134143.962294047
540.0-720.0  	  Bdy-sys_1  	  Adv-Ev_9  	1	63	121990.177731281
540.0-720.0  	  Bdy-sys_1  	  Adv-Ev_9  	2	69	122159.89095409
720.0-900.0  	  Bdy-sys_1  	  Adv-Ev_9  	1	47	112861.427368541
720.0-900.0  	  Bdy-sys_1  	  Adv-Ev_9  	2	70	110056.637138424
900.0-1080.0  	  Bdy-sys_1  	  Adv-Ev_9  	1	56	103776.237834062
900.0-1080.0  	  Bdy-sys_1  	  Adv-Ev_9  	2	53	97948.4792269523
1080.0-1260.0  	  Bdy-sys_1  	  Adv-Ev_9  	1	58	93458.1006102472
1080.0-1260.0  	  Bdy-sys_1  	  Adv-Ev_9  	2	47	87844.7516411391
1260.0-1440.0  	  Bdy-sys_1  	  Adv-Ev_9  	1	57	82889.0222338676
1260.0-1440.0  	  Bdy-sys_1  	  Adv-Ev_9  	2	42	80540.2260516403
1440.0-1620.0  	  Bdy-sys_1  	  Adv-Ev_9  	1	32	75019.9623615036
1440.0-1620.0  	  Bdy-sys_1  	  Adv-Ev_9  	2	38	72927.2121315638
1620.0-1800.0  	  Bdy-sys_1  	  Adv-Ev_9  	1	45	67686.7379617122
1620.0-1800.0  	  Bdy-sys_1  	  Adv-Ev_9  	2	28	66991.1488543092
0.0-180.0  	  Bdy-sys_10  	  Adv-Ev_76  	1	80	160236.533812201
0.0-180.0  	  Bdy-sys_10  	  Adv-Ev_76  	2	90	164850.44285045
180.0-360.0  	  Bdy-sys_10  	  Adv-Ev_76  	1	90	144142.655542891
180.0-360.0  	  Bdy-sys_10  	  Adv-Ev_76  	2	79	149812.260173211
360.0-540.0  	  Bdy-sys_10  	  Adv-Ev_76  	1	77	129038.482303504
360.0-540.0  	  Bdy-sys_10  	  Adv-Ev_76  	2	79	135580.210031567
540.0-720.0  	  Bdy-sys_10  	  Adv-Ev_76  	1	67	116025.542156769
540.0-720.0  	  Bdy-sys_10  	  Adv-Ev_76  	2	56	122943.352374344
720.0-900.0  	  Bdy-sys_10  	  Adv-Ev_76  	1	64	103973.58120334
720.0-900.0  	  Bdy-sys_10  	  Adv-Ev_76  	2	57	112565.20765117
900.0-1080.0  	  Bdy-sys_10  	  Adv-Ev_76  	1	54	92580.169585082
900.0-1080.0  	  Bdy-sys_10  	  Adv-Ev_76  	2	55	102782.663038962
1080.0-1260.0  	  Bdy-sys_10  	  Adv-Ev_76  	1	42	84998.6676368901
1080.0-1260.0  	  Bdy-sys_10  	  Adv-Ev_76  	2	59	93570.5979656988
1260.0-1440.0  	  Bdy-sys_10  	  Adv-Ev_76  	1	46	76044.6996682508
1260.0-1440.0  	  Bdy-sys_10  	  Adv-Ev_76  	2	47	82979.9213874882
1440.0-1620.0  	  Bdy-sys_10  	  Adv-Ev_76  	1	42	68564.9584357591
1440.0-1620.0  	  Bdy-sys_10  	  Adv-Ev_76  	2	42	74121.2549759708
1620.0-1800.0  	  Bdy-sys_10  	  Adv-Ev_76  	1	27	61945.886155054
1620.0-1800.0  	  Bdy-sys_10  	  Adv-Ev_76  	2	28	67864.9371420242
0.0-180.0  	  Bdy-sys_10  	  Adv-Ev_77  	1	90	160141.473179818
0.0-180.0  	  Bdy-sys_10  	  Adv-Ev_77  	2	89	165165.906905565
180.0-360.0  	  Bdy-sys_10  	  Adv-Ev_77  	1	97	142398.705876489
180.0-360.0  	  Bdy-sys_10  	  Adv-Ev_77  	2	79	149860.829214551
360.0-540.0  	  Bdy-sys_10  	  Adv-Ev_77  	1	61	127782.240641031
360.0-540.0  	  Bdy-sys_10  	  Adv-Ev_77  	2	75	136133.909178167
540.0-720.0  	  Bdy-sys_10  	  Adv-Ev_77  	1	49	117718.036755394
540.0-720.0  	  Bdy-sys_10  	  Adv-Ev_77  	2	71	123087.414836082
720.0-900.0  	  Bdy-sys_10  	  Adv-Ev_77  	1	50	108705.793007461
720.0-900.0  	  Bdy-sys_10  	  Adv-Ev_77  	2	63	110645.381033499
900.0-1080.0  	  Bdy-sys_10  	  Adv-Ev_77  	1	48	100257.527106363
900.0-1080.0  	  Bdy-sys_10  	  Adv-Ev_77  	2	64	98412.7300836742
1080.0-1260.0  	  Bdy-sys_10  	  Adv-Ev_77  	1	42	91161.9107623193
1080.0-1260.0  	  Bdy-sys_10  	  Adv-Ev_77  	2	46	88669.3249186344
1260.0-1440.0  	  Bdy-sys_10  	  Adv-Ev_77  	1	54	82687.9057402267
1260.0-1440.0  	  Bdy-sys_10  	  Adv-Ev_77  	2	42	80920.6977783223
1440.0-1620.0  	  Bdy-sys_10  	  Adv-Ev_77  	1	53	73152.2679181757
1440.0-1620.0  	  Bdy-sys_10  	  Adv-Ev_77  	2	48	73208.8800852382
1620.0-1800.0  	  Bdy-sys_10  	  Adv-Ev_77  	1	45	64307.5703588898
1620.0-1800.0  	  Bdy-sys_10  	  Adv-Ev_77  	2	28	65944.2600727167
0.0-180.0  	  Bdy-sys_10  	  Adv-Ev_78  	1	77	160382.047745957
0.0-180.0  	  Bdy-sys_10  	  Adv-Ev_78  	2	102	164860.295809604
180.0-360.0  	  Bdy-sys_10  	  Adv-Ev_78  	1	79	145336.949182019
180.0-360.0  	  Bdy-sys_10  	  Adv-Ev_78  	2	88	146338.259013875
360.0-540.0  	  Bdy-sys_10  	  Adv-Ev_78  	1	66	133325.185062013
360.0-540.0  	  Bdy-sys_10  	  Adv-Ev_78  	2	69	132477.61537828
540.0-720.0  	  Bdy-sys_10  	  Adv-Ev_78  	1	63	120732.678737403
540.0-720.0  	  Bdy-sys_10  	  Adv-Ev_78  	2	50	121911.526896553
720.0-900.0  	  Bdy-sys_10  	  Adv-Ev_78  	1	53	110789.360181928
720.0-900.0  	  Bdy-sys_10  	  Adv-Ev_78  	2	50	112529.153449158
900.0-1080.0  	  Bdy-sys_10  	  Adv-Ev_78  	1	59	99091.1926193175
900.0-1080.0  	  Bdy-sys_10  	  Adv-Ev_78  	2	62	102447.04526492
1080.0-1260.0  	  Bdy-sys_10  	  Adv-Ev_78  	1	59	89074.1822466225
1080.0-1260.0  	  Bdy-sys_10  	  Adv-Ev_78  	2	48	92507.8455063589
1260.0-1440.0  	  Bdy-sys_10  	  Adv-Ev_78  	1	41	79773.7511285998
1260.0-1440.0  	  Bdy-sys_10  	  Adv-Ev_78  	2	50	83286.8286279275
1440.0-1620.0  	  Bdy-sys_10  	  Adv-Ev_78  	1	41	72966.0511140533
1440.0-1620.0  	  Bdy-sys_10  	  Adv-Ev_78  	2	41	75548.6040612759
1620.0-1800.0  	  Bdy-sys_10  	  Adv-Ev_78  	1	44	64811.4132911256
1620.0-1800.0  	  Bdy-sys_10  	  Adv-Ev_78  	2	40	67823.0103524341
0.0-180.0  	  Bdy-sys_10  	  Adv-Ev_79  	1	97	159131.600213726
0.0-180.0  	  Bdy-sys_10  	  Adv-Ev_79  	2	89	165028.542245115
180.0-360.0  	  Bdy-sys_10  	  Adv-Ev_79  	1	74	142864.571099589
180.0-360.0  	  Bdy-sys_10  	  Adv-Ev_79  	2	95	148822.051612926
360.0-540.0  	  Bdy-sys_10  	  Adv-Ev_79  	1	89	128071.676240522
360.0-540.0  	  Bdy-sys_10  	  Adv-Ev_79  	2	72	134720.437759554
540.0-720.0  	  Bdy-sys_10  	  Adv-Ev_79  	1	61	113767.648735202
540.0-720.0  	  Bdy-sys_10  	  Adv-Ev_79  	2	74	120365.752264068
720.0-900.0  	  Bdy-sys_10  	  Adv-Ev_79  	1	59	102432.363678878
720.0-900.0  	  Bdy-sys_10  	  Adv-Ev_79  	2	63	108014.907007396
900.0-1080.0  	  Bdy-sys_10  	  Adv-Ev_79  	1	56	92532.8836628799
900.0-1080.0  	  Bdy-sys_10  	  Adv-Ev_79  	2	60	96926.9656824871
1080.0-1260.0  	  Bdy-sys_10  	  Adv-Ev_79  	1	47	83067.1967945318
1080.0-1260.0  	  Bdy-sys_10  	  Adv-Ev_79  	2	37	87713.0184843766
1260.0-1440.0  	  Bdy-sys_10  	  Adv-Ev_79  	1	31	76152.1386962176
1260.0-1440.0  	  Bdy-sys_10  	  Adv-Ev_79  	2	47	80010.3338999525
1440.0-1620.0  	  Bdy-sys_10  	  Adv-Ev_79  	1	41	70143.638517153
1440.0-1620.0  	  Bdy-sys_10  	  Adv-Ev_79  	2	55	70533.7595095773
1620.0-1800.0  	  Bdy-sys_10  	  Adv-Ev_79  	1	33	63234.354315434
1620.0-1800.0  	  Bdy-sys_10  	  Adv-Ev_79  	2	36	62553.572785951
0.0-180.0  	  Bdy-sys_10  	  Adv-Ev_80  	1	78	160158.016727511
0.0-180.0  	  Bdy-sys_10  	  Adv-Ev_80  	2	88	166082.469766783
180.0-360.0  	  Bdy-sys_10  	  Adv-Ev_80  	1	67	147157.398213133
180.0-360.0  	  Bdy-sys_10  	  Adv-Ev_80  	2	89	149164.120684839
360.0-540.0  	  Bdy-sys_10  	  Adv-Ev_80  	1	70	134374.733259817
360.0-540.0  	  Bdy-sys_10  	  Adv-Ev_80  	2	80	133871.781478825
540.0-720.0  	  Bdy-sys_10  	  Adv-Ev_80  	1	72	120871.211196619
540.0-720.0  	  Bdy-sys_10  	  Adv-Ev_80  	2	70	120900.849155133
720.0-900.0  	  Bdy-sys_10  	  Adv-Ev_80  	1	64	108183.472208644
720.0-900.0  	  Bdy-sys_10  	  Adv-Ev_80  	2	64	107756.732518433
900.0-1080.0  	  Bdy-sys_10  	  Adv-Ev_80  	1	58	97433.4978950848
900.0-1080.0  	  Bdy-sys_10  	  Adv-Ev_80  	2	56	97420.0534893757
1080.0-1260.0  	  Bdy-sys_10  	  Adv-Ev_80  	1	49	87598.1413383054
1080.0-1260.0  	  Bdy-sys_10  	  Adv-Ev_80  	2	38	89037.7197814744
1260.0-1440.0  	  Bdy-sys_10  	  Adv-Ev_80  	1	32	80510.1731333239
1260.0-1440.0  	  Bdy-sys_10  	  Adv-Ev_80  	2	38	81731.2070429562
1440.0-1620.0  	  Bdy-sys_10  	  Adv-Ev_80  	1	47	73551.4633104355
1440.0-1620.0  	  Bdy-sys_10  	  Adv-Ev_80  	2	43	74188.2283733986
1620.0-1800.0  	  Bdy-sys_10  	  Adv-Ev_80  	1	26	66685.8034121648
1620.0-1800.0  	  Bdy-sys_10  	  Adv-Ev_80  	2	47	66180.8648625797
0.0-180.0  	  Bdy-sys_10  	  Adv-Ev_81  	1	80	160474.896888032
0.0-180.0  	  Bdy-sys_10  	  Adv-Ev_81  	2	95	163741.527466479
180.0-360.0  	  Bdy-sys_10  	  Adv-Ev_81  	1	88	145171.328359521
180.0-360.0  	  Bdy-sys_10  	  Adv-Ev_81  	2	84	148815.254188719
360.0-540.0  	  Bdy-sys_10  	  Adv-Ev_81  	1	69	130110.671862403
360.0-540.0  	  Bdy-sys_10  	  Adv-Ev_81  	2	83	133735.089195065
540.0-720.0  	  Bdy-sys_10  	  Adv-Ev_81  	1	61	118529.608382567
