Cluster	Outcome.Grp	Outcome	Trt.Grp	Count	Exposure
900.0-1080.0	Bdy-sys_1	Adv-Ev_6	4	7	12688.6688588696
0.0-180.0	Bdy-sys_1	Adv-Ev_7	1	78	159977.92457939
0.0-180.0	Bdy-sys_1	Adv-Ev_7	2	83	166549.816917786
0.0-180.0	Bdy-sys_1	Adv-Ev_7	3	93	166549.816917786
0.0-180.0	Bdy-sys_1	Adv-Ev_7	4	83	166549.816917786
180.0-360.0	Bdy-sys_1	Adv-Ev_7	1	84	145875.034482814
180.0-360.0	Bdy-sys_1	Adv-Ev_7	2	97	149789.953301623
180.0-360.0	Bdy-sys_1	Adv-Ev_7	3	107	149789.953301623
180.0-360.0	Bdy-sys_1	Adv-Ev_7	4	97	149789.953301623
360.0-540.0	Bdy-sys_1	Adv-Ev_7	1	61	116774.432899973
360.0-540.0	Bdy-sys_1	Adv-Ev_7	2	51	119392.324837572
360.0-540.0	Bdy-sys_1	Adv-Ev_7	3	61	119392.324837572
360.0-540.0	Bdy-sys_1	Adv-Ev_7	4	51	119392.324837572
540.0-720.0	Bdy-sys_1	Adv-Ev_7	1	44	77091.5430399782
540.0-720.0	Bdy-sys_1	Adv-Ev_7	2	41	77883.3665892278
540.0-720.0	Bdy-sys_1	Adv-Ev_7	3	51	77883.3665892278
540.0-720.0	Bdy-sys_1	Adv-Ev_7	4	41	77883.3665892278
720.0-900.0	Bdy-sys_1	Adv-Ev_7	1	19	42502.0464990083
720.0-900.0	Bdy-sys_1	Adv-Ev_7	2	27	43330.0596285015
720.0-900.0	Bdy-sys_1	Adv-Ev_7	3	37	43330.0596285015
720.0-900.0	Bdy-sys_1	Adv-Ev_7	4	27	43330.0596285015
900.0-1080.0	Bdy-sys_1	Adv-Ev_7	1	12	13381.8858898688
900.0-1080.0	Bdy-sys_1	Adv-Ev_7	2	9	12636.5423545574
900.0-1080.0	Bdy-sys_1	Adv-Ev_7	3	19	12636.5423545574
900.0-1080.0	Bdy-sys_1	Adv-Ev_7	4	9	12636.5423545574
0.0-180.0	Bdy-sys_1	Adv-Ev_8	1	110	157215.620852845
0.0-180.0	Bdy-sys_1	Adv-Ev_8	2	100	164543.992256718
0.0-180.0	Bdy-sys_1	Adv-Ev_8	3	110	164543.992256718
0.0-180.0	Bdy-sys_1	Adv-Ev_8	4	100	164543.992256718
180.0-360.0	Bdy-sys_1	Adv-Ev_8	1	46	143170.69706426
180.0-360.0	Bdy-sys_1	Adv-Ev_8	2	78	148834.625828558
180.0-360.0	Bdy-sys_1	Adv-Ev_8	3	88	148834.625828558
180.0-360.0	Bdy-sys_1	Adv-Ev_8	4	78	148834.625828558
360.0-540.0	Bdy-sys_1	Adv-Ev_8	1	64	117775.102868398
360.0-540.0	Bdy-sys_1	Adv-Ev_8	2	67	118175.991183221
360.0-540.0	Bdy-sys_1	Adv-Ev_8	3	77	118175.991183221
360.0-540.0	Bdy-sys_1	Adv-Ev_8	4	67	118175.991183221
540.0-720.0	Bdy-sys_1	Adv-Ev_8	1	30	79603.2470209093
540.0-720.0	Bdy-sys_1	Adv-Ev_8	2	51	75149.3709455569
540.0-720.0	Bdy-sys_1	Adv-Ev_8	3	61	75149.3709455569
540.0-720.0	Bdy-sys_1	Adv-Ev_8	4	51	75149.3709455569
720.0-900.0	Bdy-sys_1	Adv-Ev_8	1	29	44415.9336317194
720.0-900.0	Bdy-sys_1	Adv-Ev_8	2	24	41222.57065671
720.0-900.0	Bdy-sys_1	Adv-Ev_8	3	34	41222.57065671
720.0-900.0	Bdy-sys_1	Adv-Ev_8	4	24	41222.57065671
900.0-1080.0	Bdy-sys_1	Adv-Ev_8	1	11	13285.3260108029
900.0-1080.0	Bdy-sys_1	Adv-Ev_8	2	7	11180.4177125543
900.0-1080.0	Bdy-sys_1	Adv-Ev_8	3	17	11180.4177125543
900.0-1080.0	Bdy-sys_1	Adv-Ev_8	4	7	11180.4177125543
0.0-180.0	Bdy-sys_1	Adv-Ev_9	1	69	160986.875342481
0.0-180.0	Bdy-sys_1	Adv-Ev_9	2	85	165451.458556536
0.0-180.0	Bdy-sys_1	Adv-Ev_9	3	95	165451.458556536
0.0-180.0	Bdy-sys_1	Adv-Ev_9	4	85	165451.458556536
180.0-360.0	Bdy-sys_1	Adv-Ev_9	1	69	148849.806710132
180.0-360.0	Bdy-sys_1	Adv-Ev_9	2	83	150593.477321146
180.0-360.0	Bdy-sys_1	Adv-Ev_9	3	93	150593.477321146
180.0-360.0	Bdy-sys_1	Adv-Ev_9	4	83	150593.477321146
360.0-540.0	Bdy-sys_1	Adv-Ev_9	1	69	119909.644182116
360.0-540.0	Bdy-sys_1	Adv-Ev_9	2	78	117375.709463689
360.0-540.0	Bdy-sys_1	Adv-Ev_9	3	88	117375.709463689
360.0-540.0	Bdy-sys_1	Adv-Ev_9	4	78	117375.709463689
540.0-720.0	Bdy-sys_1	Adv-Ev_9	1	42	79250.2726693863
540.0-720.0	Bdy-sys_1	Adv-Ev_9	2	42	75731.001698531
540.0-720.0	Bdy-sys_1	Adv-Ev_9	3	52	75731.001698531
540.0-720.0	Bdy-sys_1	Adv-Ev_9	4	42	75731.001698531
720.0-900.0	Bdy-sys_1	Adv-Ev_9	1	21	43884.2271487764
720.0-900.0	Bdy-sys_1	Adv-Ev_9	2	20	41676.8020388884
720.0-900.0	Bdy-sys_1	Adv-Ev_9	3	30	41676.8020388884
720.0-900.0	Bdy-sys_1	Adv-Ev_9	4	20	41676.8020388884
900.0-1080.0	Bdy-sys_1	Adv-Ev_9	1	7	13639.682746271
900.0-1080.0	Bdy-sys_1	Adv-Ev_9	2	5	12598.4745296422
900.0-1080.0	Bdy-sys_1	Adv-Ev_9	3	15	12598.4745296422
900.0-1080.0	Bdy-sys_1	Adv-Ev_9	4	5	12598.4745296422
0.0-180.0	Bdy-sys_10	Adv-Ev_76	1	80	160236.533812201
0.0-180.0	Bdy-sys_10	Adv-Ev_76	2	90	164850.44285045
0.0-180.0	Bdy-sys_10	Adv-Ev_76	3	100	164850.44285045
0.0-180.0	Bdy-sys_10	Adv-Ev_76	4	90	164850.44285045
180.0-360.0	Bdy-sys_10	Adv-Ev_76	1	90	144142.655542891
180.0-360.0	Bdy-sys_10	Adv-Ev_76	2	79	149812.260173211
180.0-360.0	Bdy-sys_10	Adv-Ev_76	3	89	149812.260173211
180.0-360.0	Bdy-sys_10	Adv-Ev_76	4	79	149812.260173211
360.0-540.0	Bdy-sys_10	Adv-Ev_76	1	65	115042.694102457
360.0-540.0	Bdy-sys_10	Adv-Ev_76	2	76	119061.960277959
360.0-540.0	Bdy-sys_10	Adv-Ev_76	3	86	119061.960277959
360.0-540.0	Bdy-sys_10	Adv-Ev_76	4	76	119061.960277959
540.0-720.0	Bdy-sys_10	Adv-Ev_76	1	46	76428.5544987607
540.0-720.0	Bdy-sys_10	Adv-Ev_76	2	35	76589.4101409158
540.0-720.0	Bdy-sys_10	Adv-Ev_76	3	45	76589.4101409158
540.0-720.0	Bdy-sys_10	Adv-Ev_76	4	35	76589.4101409158
720.0-900.0	Bdy-sys_10	Adv-Ev_76	1	26	41195.1283404593
720.0-900.0	Bdy-sys_10	Adv-Ev_76	2	21	43805.2674403122
720.0-900.0	Bdy-sys_10	Adv-Ev_76	3	31	43805.2674403122
720.0-900.0	Bdy-sys_10	Adv-Ev_76	4	21	43805.2674403122
900.0-1080.0	Bdy-sys_10	Adv-Ev_76	1	8	12127.2548733518
900.0-1080.0	Bdy-sys_10	Adv-Ev_76	2	7	13945.5920539631
900.0-1080.0	Bdy-sys_10	Adv-Ev_76	3	17	13945.5920539631
900.0-1080.0	Bdy-sys_10	Adv-Ev_76	4	7	13945.5920539631
0.0-180.0	Bdy-sys_10	Adv-Ev_77	1	90	160141.473179818
0.0-180.0	Bdy-sys_10	Adv-Ev_77	2	89	165165.906905565
0.0-180.0	Bdy-sys_10	Adv-Ev_77	3	99	165165.906905565
0.0-180.0	Bdy-sys_10	Adv-Ev_77	4	89	165165.906905565
180.0-360.0	Bdy-sys_10	Adv-Ev_77	1	97	142398.705876489
180.0-360.0	Bdy-sys_10	Adv-Ev_77	2	79	149860.829214551
180.0-360.0	Bdy-sys_10	Adv-Ev_77	3	89	149860.829214551
180.0-360.0	Bdy-sys_10	Adv-Ev_77	4	79	149860.829214551
360.0-540.0	Bdy-sys_10	Adv-Ev_77	1	53	112862.29237376
360.0-540.0	Bdy-sys_10	Adv-Ev_77	2	67	118769.2808245
360.0-540.0	Bdy-sys_10	Adv-Ev_77	3	77	118769.2808245
360.0-540.0	Bdy-sys_10	Adv-Ev_77	4	67	118769.2808245
540.0-720.0	Bdy-sys_10	Adv-Ev_77	1	35	75743.2073805311
540.0-720.0	Bdy-sys_10	Adv-Ev_77	2	46	76479.7561133847
540.0-720.0	Bdy-sys_10	Adv-Ev_77	3	56	76479.7561133847
540.0-720.0	Bdy-sys_10	Adv-Ev_77	4	46	76479.7561133847
720.0-900.0	Bdy-sys_10	Adv-Ev_77	1	16	42319.6762096855
720.0-900.0	Bdy-sys_10	Adv-Ev_77	2	21	44060.3663584444
720.0-900.0	Bdy-sys_10	Adv-Ev_77	3	31	44060.3663584444
720.0-900.0	Bdy-sys_10	Adv-Ev_77	4	21	44060.3663584444
900.0-1080.0	Bdy-sys_10	Adv-Ev_77	1	4	13786.4719345343
900.0-1080.0	Bdy-sys_10	Adv-Ev_77	2	9	13277.3143479328
900.0-1080.0	Bdy-sys_10	Adv-Ev_77	3	19	13277.3143479328
900.0-1080.0	Bdy-sys_10	Adv-Ev_77	4	9	13277.3143479328
0.0-180.0	Bdy-sys_10	Adv-Ev_78	1	77	160382.047745957
0.0-180.0	Bdy-sys_10	Adv-Ev_78	2	102	164860.295809604
0.0-180.0	Bdy-sys_10	Adv-Ev_78	3	112	164860.295809604
0.0-180.0	Bdy-sys_10	Adv-Ev_78	4	102	164860.295809604
180.0-360.0	Bdy-sys_10	Adv-Ev_78	1	79	145336.949182019
180.0-360.0	Bdy-sys_10	Adv-Ev_78	2	88	146338.259013875
180.0-360.0	Bdy-sys_10	Adv-Ev_78	3	98	146338.259013875
180.0-360.0	Bdy-sys_10	Adv-Ev_78	4	88	146338.259013875
360.0-540.0	Bdy-sys_10	Adv-Ev_78	1	60	117962.160716659
360.0-540.0	Bdy-sys_10	Adv-Ev_78	2	62	114954.050514255
360.0-540.0	Bdy-sys_10	Adv-Ev_78	3	72	114954.050514255
360.0-540.0	Bdy-sys_10	Adv-Ev_78	4	62	114954.050514255
540.0-720.0	Bdy-sys_10	Adv-Ev_78	1	46	75888.7458181983
540.0-720.0	Bdy-sys_10	Adv-Ev_78	2	36	75409.5475042379
540.0-720.0	Bdy-sys_10	Adv-Ev_78	3	46	75409.5475042379
540.0-720.0	Bdy-sys_10	Adv-Ev_78	4	36	75409.5475042379
720.0-900.0	Bdy-sys_10	Adv-Ev_78	1	19	41902.9130819168
720.0-900.0	Bdy-sys_10	Adv-Ev_78	2	16	43955.4541236927
720.0-900.0	Bdy-sys_10	Adv-Ev_78	3	26	43955.4541236927
720.0-900.0	Bdy-sys_10	Adv-Ev_78	4	16	43955.4541236927
900.0-1080.0	Bdy-sys_10	Adv-Ev_78	1	10	12871.5762407383
900.0-1080.0	Bdy-sys_10	Adv-Ev_78	2	8	12600.0510500313
900.0-1080.0	Bdy-sys_10	Adv-Ev_78	3	18	12600.0510500313
900.0-1080.0	Bdy-sys_10	Adv-Ev_78	4	8	12600.0510500313
0.0-180.0	Bdy-sys_10	Adv-Ev_79	1	97	159131.600213726
0.0-180.0	Bdy-sys_10	Adv-Ev_79	2	89	165028.542245115
0.0-180.0	Bdy-sys_10	Adv-Ev_79	3	99	165028.542245115
0.0-180.0	Bdy-sys_10	Adv-Ev_79	4	89	165028.542245115
180.0-360.0	Bdy-sys_10	Adv-Ev_79	1	74	142864.571099589
180.0-360.0	Bdy-sys_10	Adv-Ev_79	2	95	148822.051612926
180.0-360.0	Bdy-sys_10	Adv-Ev_79	3	105	148822.051612926
180.0-360.0	Bdy-sys_10	Adv-Ev_79	4	95	148822.051612926
360.0-540.0	Bdy-sys_10	Adv-Ev_79	1	78	114589.725200239
360.0-540.0	Bdy-sys_10	Adv-Ev_79	2	61	118443.875652147
360.0-540.0	Bdy-sys_10	Adv-Ev_79	3	71	118443.875652147
360.0-540.0	Bdy-sys_10	Adv-Ev_79	4	61	118443.875652147
540.0-720.0	Bdy-sys_10	Adv-Ev_79	1	45	73409.0092784118
540.0-720.0	Bdy-sys_10	Adv-Ev_79	2	51	76995.3658321931
540.0-720.0	Bdy-sys_10	Adv-Ev_79	3	61	76995.3658321931
540.0-720.0	Bdy-sys_10	Adv-Ev_79	4	51	76995.3658321931
720.0-900.0	Bdy-sys_10	Adv-Ev_79	1	24	39297.6249734666
720.0-900.0	Bdy-sys_10	Adv-Ev_79	2	18	43800.8312064121
720.0-900.0	Bdy-sys_10	Adv-Ev_79	3	28	43800.8312064121
720.0-900.0	Bdy-sys_10	Adv-Ev_79	4	18	43800.8312064121
900.0-1080.0	Bdy-sys_10	Adv-Ev_79	1	6	12489.3740266414
900.0-1080.0	Bdy-sys_10	Adv-Ev_79	2	6	12957.2419481633
900.0-1080.0	Bdy-sys_10	Adv-Ev_79	3	16	12957.2419481633
900.0-1080.0	Bdy-sys_10	Adv-Ev_79	4	6	12957.2419481633
0.0-180.0	Bdy-sys_10	Adv-Ev_80	1	78	160158.016727511
0.0-180.0	Bdy-sys_10	Adv-Ev_80	2	88	166082.469766783
0.0-180.0	Bdy-sys_10	Adv-Ev_80	3	98	166082.469766783
0.0-180.0	Bdy-sys_10	Adv-Ev_80	4	88	166082.469766783
180.0-360.0	Bdy-sys_10	Adv-Ev_80	1	67	147157.398213133
180.0-360.0	Bdy-sys_10	Adv-Ev_80	2	89	149164.120684839
180.0-360.0	Bdy-sys_10	Adv-Ev_80	3	99	149164.120684839
180.0-360.0	Bdy-sys_10	Adv-Ev_80	4	89	149164.120684839
360.0-540.0	Bdy-sys_10	Adv-Ev_80	1	62	118169.128672982
360.0-540.0	Bdy-sys_10	Adv-Ev_80	2	68	115999.714409536
360.0-540.0	Bdy-sys_10	Adv-Ev_80	3	78	115999.714409536
360.0-540.0	Bdy-sys_10	Adv-Ev_80	4	68	115999.714409536
540.0-720.0	Bdy-sys_10	Adv-Ev_80	1	46	77260.4439716654
540.0-720.0	Bdy-sys_10	Adv-Ev_80	2	36	75786.4396426142
540.0-720.0	Bdy-sys_10	Adv-Ev_80	3	46	75786.4396426142
